name,id_spotify,id_genius,url_genius,genres
Beeby,0dbSMR7FjTxrmClPei3FPk,14646,https://genius.com/artists/Beeby,
CG6,3i3yb6Daaf3z6OLKvMFqlK,1633108,https://genius.com/artists/Mlvs,
Mafia Spartiate,7fy5E9AjeDhMSbVKrOGk55,574368,https://genius.com/artists/Mafia-spartiate,
B-Right,3olrYt3s2mY5hgTMOfm91p,599,https://genius.com/artists/The-killers,"christian,christian hip hop"
X-Men,0u8fuhFdG3E8WKsqQXy63B,1948,https://genius.com/artists/X-men,
Tengo John,0wbdRQZMz6OiGgoMfkgne9,181176,https://genius.com/artists/Tengo-john,
Less du neuf,79S2yFy8SGBvsg4BeffEdI,1956,https://genius.com/artists/Less-du-neuf,
Rockin' Squat,7MNu4r2wgx8eDWfN1hdbTe,2004,https://genius.com/artists/Rockin-squat,
Dévotion,2uC6uVPsgm5ohAI7iwu7Xx,2300,https://genius.com/artists/Adele,"christian,african gospel"
Le Gouffre,4X4SnYGgU68gRnuuHzBTdY,69518,https://genius.com/artists/Le-gouffre,
LMB,3EwKGrg1Y5dAF8frDO6mLS,2400713,https://genius.com/artists/Lmb-dg,
Grödash,5UkzlzLr46wmFHyqFJXjSu,15227,https://genius.com/artists/Grodash,
Meak,3gnEewuFXhk6pQgWqxyLjd,131982,https://genius.com/artists/Meaku,christian
Sirap,2YLgUIzk2Ijs1Qz4vus5vZ,279046,https://genius.com/artists/Sirap,
Pejmaxx,6gcXOa9ncLivvQHMl1sJU1,21244,https://genius.com/artists/Pejmaxx,
Tortoz,34f8p9RqbrZirJRJ8BX5WN,99842,https://genius.com/artists/Karmen-fra,moroccan rap
Nefaste,0H1xpJStOZvjAvCihf95aY,493690,https://genius.com/artists/Nefaste,
Beat De Boul,1hGAhpt0upsyqxB33Cxwz0,1935,https://genius.com/artists/Beat-de-boul,
B-NØM,1oviLzmFOSSipXevWmNalP,1406415,https://genius.com/artists/B-nm,
Le Psalmiste,4ZsW14EJn4lwhG9gsKJ9BT,1601379,https://genius.com/artists/Le-psalmiste,"christian hip hop,african gospel,christian"
La Cliqua,3y2HuzAEauV9QXE9cFJpIv,2061,https://genius.com/artists/La-cliqua,
Ministère A.M.E.R.,01vun3lwrSoQ478gOotOe6,2123,https://genius.com/artists/Ministere-amer,
Stensy,0ER6tslXJUnG4g0c04Oy4K,1205143,https://genius.com/artists/Stensy,
Chiens de Paille,6vbTpt2kutJQdFBAMw8Uuu,13248,https://genius.com/artists/Chiens-de-paille,
Carré Rouge,1wKDP0QXvFff9WG6BqxbH9,29000,https://genius.com/artists/Carre-rouge,
Mysa,2MNPi0MHX0zRdMBtWAeXGU,17534,https://genius.com/artists/Mysa,
Inglourious Bastardz,39oeYsRaX6yOblbA8NEAbR,32421,https://genius.com/artists/Inglourious-bastardz,
La Swija,4xPVVlyXUc4RE3bcCoPKpS,256418,https://genius.com/artists/La-swija,
Lucci,4RWvw0K2ZF40lGh5Q1EhyF,388683,https://genius.com/artists/Yfn-lucci,
Abah,34HGZEcVjKwWtkIebx4tfR,64513,https://genius.com/artists/Abah,
Robse,4BumdsyDAeFuC2MG376brO,27869,https://genius.com/artists/Oster-lapwass,
Lotus,3BvrILmybDXugebmEOA0ji,396,https://genius.com/artists/Wale,
Fadah,3Ynhr0fF9z2Iz5tQFxjE2O,60429,https://genius.com/artists/Fadah,pop urbaine
Verto,6boUbYz1NlPNeXGDtAmA8q,3078061,https://genius.com/artists/Tan,
Dino Killabizz,64zjukkPUBHcWFYXjDfVmw,294532,https://genius.com/artists/Dino-killabizz,
